document_id,cleaned_review,sentiment
469,film critic one national newspaper often get asked question greatest film time answer come naturally godfather everything taken account acting music score cannot bettered contradict cannot passionate film think certainly movie world take finest piece filmmaking ever see true epic reveal nothing believe film watched afresh maximum impact would courteousely ask person wrote page long essay site restrict future enjoy film first time enjoy second indeed movie watched viewer discovering new aspect time enjoy movie revel greatness,positive
470,really enjoyed movie love everything movie,positive
471,godfather incredible resonance name hasi poor country cinematography started become part life ive always heard movie never got see itbefore viewing checked see expect mesmerized comment praise getsi said shouldnt get hope high probably disappointed see itso acquired started viewingafter minute one movie feelingi like live every movie watch entering corleone family incredible cinematic experience ever hadit one movie cant get mind even week since youve seen ityou keep reminding character set everything blend creating scenario head feel dramathe music superb every time hear get chill spine begin day dreamingi afraid watch maybe get impression great happen soon think relive though first time watch get shocking experience getthis one movie always remain head soul hang desperate wish actually live real experience like intellect know never happen cant control strong feeling,neutral
472,certainly one greatest movie ever made amazingly wellacted wellwritten movie epic story line take many theme like love sadness loyalty revenge betrayal encompassing totally believable way never get tired watching masterpiece godfather one gangster film connects member mafia family cinematography rich music perfect however failed see marlon brandos performance top notch acting decent move much talk much voice also barely understandable due croaking voice mumbling sounded like english ultimately godfather still stand best movie american crime gen,positive
473,life heard series known godfather series really want invest time heard movie three hour long really want watch bunch shootem ups five year ago broke watched first one saga completely dumbfounded amazed masterpiece movie fall word masterpiece definitely one gave,positive
474,young director coppola took paramount big experience young protagonist al pacino big experience together realized greatest movie never made taken mario puzos book godfather isnt really mafia story overall story family man live make stronger powerful finished ruin hand story cruel moment story heart tear thirty year later still greatest motion picture never done screenplay equal cast strong powerful goodacting love inside isnt scary present future cinema trilogy great overall second godfather almost hour intense emotion im proud give find dvd version special edition special godfather disc godfather ii disc godfather iii disc extraordinary special content find mean movie well never forget rest life life live future,positive
475,movie call movie greatest union artist starting director finishing composer stepping actor even movie made true sicilian smell like sicily coppola present nonsicilian spectator gloomy charm arid land mobmovie also film element united among love hatred violence friendship betrayal beauty first scene great salvatore corsitto amerigo bonasera last scene film keep even reclutantest spectator vice emotion evocative image sicily corleones speech made movie maybe important work cinematographic sphere timesan icon conclusion short review say one thing believe america,positive
476,hollywood strange politics note civil war movie tend favor confederacy union crime movie almost always favor crook cop yet real life even cop annoy u time time think prefer murderer thief even though confederacy romantic air attached glad union sane one amongst u anyhow somehow movie dont quite reflect actually think often end rooting protagonist would hate real life buildup lead doubtless controversial statement cant really warm godfather bunch scuzzballs admire movie cant love relate way except maybe allegory corrupting influence power cant relate lotr either way dont think either film deserves title bestest picture ever actually think godfather part ii much better concerned family relationship human element boring gangstervsgangster conflict predominate theory people confuse first two godfather film mind combining best element kind uberpicture doesnt actually exist people thing star war mistakenly remembering yoda luke father element classic first film famous godfather scene sequel get brando mumbling incoherently performance everyone make fun prefer donnie brasco character development richer even bronx tale powerful antigangster message meticulously recreates specific time neighborhood opposed film creates gangster fantasy world generally speaking ill take straight drama people arent hit men day,positive
477,year heard lot movie reason never seen two year ago found free evening began searching movie watch online ran across godfather thought right ill finally get see masterpiece although began watching high expectation gone within minute found boring extreme almost turned several occasion decided stick hope would improve unfortunately didnt time ended actually mad wasted two hour life watching realize im extreme minority absolutely like movie,negative
478,doubtthe greatest movie timeloyaltyfamily relationsbusinesspowerauthority enmity moviebut wathcing invisiblewhen endsyou feel strongly producer shot something better itit offer humanbeing cannot refuse,positive
479,francis ford coppola godfather often voted amongst best film time watching today surprising conservative feel thats necessarily bad thing though undoubtedly piece filmmaking highest class also slow stately epic one could imagine made today quite form contrast scorceses goodfellas example show clearly direction filmmaking evolved hand fair godfather one must note much influenced gangster film succeeded perhaps making seem orthodox time release even story influenced real life mafia course there something conservative idea gangster story appeal idea tradition respect even need plot mean tale must inevitably focus period traditional code breaking need honesty must expose extent sham anyway godfather thing ultimately behind superficial subject matter story personal transformation al pacinos cleancut college kid true successor mafioso father played marlon brando fact arguably brandos last great complete cinematic performance well pacinos first undoubtedly added movie iconic status overall cant quite agree best movie ever sweep tale people lacking certain core humanity therefore lack emotional intensity favourite film still mighty thing worthy place cinematic canon,positive
480,movie one thé best pièce art thé history humanity,positive
481,akin world finest wine godfather deepens vitality passing year cinema,neutral
482,best movie category brandos acting magnitude best actor hollywood world theater suspect brandos brilliance unmatched anyone suspect example pacino superb still brando head shoulder pacino love brandos acting simply grab take anywhere movie want good movie good actor whole cast plot dialog scene last least director coppola near perfect thank god bringing talent hollywood brando coppola al pacino good brandos brilliance color fade away bit supporting actor robert duval also superb actor even cold bloody killing movie brings warmth family friendship loyalty coolheadedness audience making movie much gripping weight firstclass movie apparent starting first scene movie lasted throughout movie coppola know grab audience move plot movie true master hard compare coppola lucas wonderful director different class movie believe coppola better bring depth intricate emotion audience luca make memorable director even pas,positive
483,film tell trajectory corleone family leader godfather vito corleone rich powerful socially wellplaced family lead one important criminal cartel new york one mafia five family inadvertently drawn war another family corleones throughout film showing human side well able cruel vindictive act directed francis ford coppola film need introduction cinema adaptation novel mario puzo collaborated writing script one best script twentieth century cinema addition director script highlight cast full star marlon brando al pacino robert duvall diane keaton others gave u offer cannot refuse masterpiece anyone watch least movie possible negative note suspense permanent nino rota soundtrack unforgettable even light contributes heavy gloomy atmosphere make u wait moment well hear next gun shot winner three oscar best picture best leading actor best adapted screenplay five golden globe best film best leading actor drama best screenplay best original score best director bafta best soundtrack film received several nomination award considered many best gangster movie ever one best film twentieth century love good cinema must see film,positive
484,first saw godfather sat speechless min movie took breath away watching whole gang brando duvall pacino caan others hour forget watching movie sucked world intrigue loveaffairs familybusiness hasnt seen movie strange reason guarantee missed greatest movie time sure citizen kane great shawshank redemption let real comparison godfather whether like gangstermovies one cant miss,positive
485,guess seen movie moment writing essay therefore seeing must say without doubt greatest movie ever made however godfather part ii close see want gangster,positive
486,although high regard godfather gutsy crime melodrama would place film time place cinema history still go gone wind opinion brilliant piece work gorgeously photographed extremely well crafted throughout everyone cast perfectly suited role read mario puzo novel though actor hand picked role uniform precision highest ranking among performance marlon brando although needed caption feature catch mumbled word al pacino practically carry main part story earnest strong portrayal favorite son james caan hotheaded sonny diane keaton romantic interest kay pacino others standout work particularly richard costellano clemenza rumor detail reflect story behind frank sinatra desperate quest role maggio eternity apparently quite true crooning son need save fading singing career eager get serious role war film right italian persona learn sweetheart also object lust studio head spent million turning studio star risk losing property marries crooner sound familiar think ava gardner frank sinatra even sinatra kim novak harry cohn lecherous producer many detail true dont know like think author mario puzo invented aside aspect story culminates famous bloody comeuppance uncooperative producer plenty gripping sequence know something bad happen various injustice within crime family hook tie sequence together maintains suspense right final touching scene brilliant piece workbut still top favorite movie list wellstructured crime story man really knew write genreand man francis ford coppola really knew direct sort crime melodrama meticulously detailed realistically set,positive
487,would like tell everyone movie highly overated expecially considering number one movie imdb top list dont get wrong like like francis ford coppola movie never fan series definatly star line come people marlon brando cannot act way paper bag like one favorite coppola movie apocalypse marlon got top billing martin sheen right well martin oscar nominee good trilogy let tell something want good earth mob movie see anything done martin scorsese wasnt really touched series know alot fan see ya folk,positive
488,let start high praise regular sentence spoken movie motionpicture discus yes element extremely ambivalent context acting directing formal aspect exceptional achievement cannot think many others claim polished dialogue yet believable actor nevertheless aspect presenting familytragedy within mafiaclan least consumed mind switched coppola doesnt bother present obvious critical point view present member corleoneclan businessmen react surroundings way necessary protect family dont bother kill dozen people contrast loving father coldblooded head clan attracts many people brandos performance lifelike one hand yet manages mute questionable trait character would paint vito criminal whole said still movie polarize audience least due growing influence mafia like structure many poor country,neutral
489,godfather greatest movie ever made arguably considered one best acting movie also marlon brando al pacino james caan robert duvall give mesmorizing performance classic inside crime organization known corleone family also tell tale michael corleoneplayed al pacino beginning attempt get away family business move movie progress michael becomes attached family eventually becoming successor father vito corleone godfather filled great storyline beautiful acting gruesome showing crime family,positive
490,difficult talk film film beginning institution gangstar film scarface going beautiful artisty combining actor oscar winner actor went win oscar al pachino incredible depiction dark amrerican come sicillian marlon brando inspiring think made hard bob denero measure james caan good even support character well written acted brilliant along music also good mix italian american swing loved,positive
491,classic gangster film everything love violence great acting great cast director think continue classic many year brilliant film recommend everybody opportunity watch,positive
492,one successful movie ever made hollywood inspired study acting since year age hard become actor country colombia spectacular work acting actor like robert de niro al pacino michael kane marlon brandon whole cast crew amazing order make successful film bringing tragic story reality magic world movie many people enjoy today seems time past pleasant enjoy amazing acting performance actor still learn peace scene never past away stay classic hope around new generation actor director producer wish day share table set great actor like inspiring example work professional life actor thank,positive
493,godfather best movie time movie got splendid crew al pacino michael corleone marlon brando vito corleone francis ford coppola director mario puzo author book godfather movie based nino rota composer true mafia family drama movie epic scope maintaining patience intimacy characteristic italian art cinema godfather rightly considered one greatest film ever made godfather continues influence producer movie television show video game year release nino rota score sumptuous set design pacinos raspy pseudo whisper become part collective cultural memory,positive
494,surprised looking voting history voted one though number one one top ten ever made acting outstanding young pacino best dont want start naming actor put best performance men woman appeared production ever made impressive performance fault movie would violence dont think subject could relayed less still depict type people presented scene horse producer bed gruesome subject caliber one movie seen least reason truly one best film ever made,positive
495,care godfather care godfather didnt like insists upon lois insists upon,neutral
496,masterpiece true sense right people coming together right script right time coppola nailed every aspect yes movie long pack plethora epic performance main role tailoredmade marlon brandon movie always far micheal star bone movie al pacinos character michael immortal set screen fire whenever walk frame love cinema watch watch glory glory godfather,positive
497,movie hyped say watching part incredibly dull felt little emotion towards character overall think slow start interesting last hour still good movie wouldnt watch,neutral
498,man immigrant united state italy three son oldest intellectually deficient second temperamental bully hothead third seems well adjusted normal yet look deceiving third son michael actually cunning depraved two older brother prof michael merchant death cloaked regalia middleclass civility make even lethal michael never loses temper dress impeccably he highly decorated army veteran admiring wife mere window dressing masking viciousness brutality without limit michael want protect family enemy want destroy family except enemy michael making al pacinos portrayal sinister michael corleone one great classic performance history movie making mr pacino fully effectively project every nuance michael distorted depraved character predatory nature merciless cold blooded killer shoot two men pointblank range dinner hypocritical flaunting religion using baptism son cover ordering assassination supposed enemy blatant dishonesty lie right wife face decision wantonly murder brotherinlaw thereby make sister grieving widow marlon brando got top billing movie al pacino real star,neutral
499,truly special movie despite violence heavy content length could literally watch every week film contains tragic welldevoloped character history american cinema simply unforgettable masterful performance beautiful cinematography art direction wonderful script etc etc short one perfect stretch celluloid ever,positive
500,true still masterpiece didnt need tell,positive
501,godfather much praise showered upon forming large mountain critical excellence almost difficult quantify many level movie succeeds hesitate even call movie time movie artform sadly movie dying breed godfather pinnacle excellence big screen know story corleone family large sicilian mafia syndicate living new york led vito corleone played perfectly marlon brando talk bit later powerful demand respect friendship offer favor return movie come close one giving portrait organized crime term pure realism insight understand goodfellas great movie right much realistic story way gangster operate godfather glorified sicilian mafia tale spun mario puzo later translated film puzo francis ford coppola showing near fall power family godfather portrays many different moral question consideration power corrupt man thing look different perspective man allowed live outside society man reject society without punishment live law someone true family society much result picture astonishing efficacy believability fair healthy portion movie outward success due acting never never powerful joint acting performance almost insane think amazing amazing influential entire movie great movie one memorable acting performance two lucky four actor marlon brando al pacino james caan robert duvall best known work godfather latter three using title springboard fame four acting performance playing vito michael sonny corleone plus consigliere tom hagen among best ever along vito corleone probably prominent figure public mind come movie raspy voice become stuff legend imitated almost everyone one point another explain classic movie general far superior today critical masterpiece many people find godfather slow taste opinion different get mad people find great movie superior godfather people ridicule film outwardly slow quite frankly long enough attention span epic talking slow corruption maximum effect slow unfolding make seem real sudden jerk plot carefully constructed twist slowly built make perfect sense upon thought mention cinematography absolutely chilling watch baptism scene know mean motion picture also feature considered many single powerful scene movie history wont spoil anything know see mention wonderful soundtrack instantly memorable score lot help film saying betray true beauty film prominent reason movie place top alltime great movie scene stand remember everybody immediately know afterward empire strike back final battle vader rocky run step obvious perhaps scene mentioned bit prominent every single scene done consistency perfection coppola simply genius least absolutely hitch screenplay every scene equally intense paradox hanging every word totally absorbed story first time godfather get better every time watch first time saw exposed greatest movie ever didnt truly understand moral depth story still thought amazing simply intensity scene plot wonderful balance character however watching dozen time afterward understand tiny stuff plot make truly quote tiny little thing simply fantastic space cannot explain greatness even gotten plot close every single thing movie absolutely scream quality hard find significant weakness film except unlike book show perspective outsider point view novel kay adam simply tiny nitpick would mention movie effort put everything else make visible everything else perfection seen godfather stimulate mind emotion like movie ever filmed simply quintessential film experience never listened big shot holding string hoped someday would one holding string,positive
502,timeless masterpiece cinematography encompasses almost branch human sentiment real life situation,neutral
503,personal opinion godfather amazing movie everyone least timeless classic godfather lot good element storytelling good watch one problem movie rated among community godfather commonly seen among community greatest movie time opinion true although godfather movie everyone grandma watched enjoyed including dont think marked history greatest movie time even movie come past year level example oppenheimer really good movie level godfather,positive
504,hi im rosette thank connecting u help u best serve others take minute leave review opinion u thanks support,positive
505,hearing legendary film decided time watched itafter hour really wished hadnt wasted money renting itafter movie finished bored film nothing like expected dont know possibly made big quite well cast love diane keaton shes better woody allen comedy derivitive movie want good gangster moviewatch goodfellasit actually good story entertaining character violence paint much realistic picture mob world era im even going bother watching part godfather coz marlon brando aint even aint much point think ill go watch marlon brandos greatest performanceguys n doll,positive
506,godfather must best film ever made story good filming coppola outstanding also many smal detail trilogy used film refferens preformans robert duvall tom hagenis exelent se exelent filming apocalypse two film see genius make coppola film great godfather nr apocalypse nr,positive
507,probable best known mafia movie open post war new york centred corleone crime family particular tell vito corleone aging patriarch son michael hope succeed outside business time change organised crime believe future lie supply illegal narcotic something vito belief lead destruction authority wont turn blind eye like illicit gambling isnt long attempt made life michael pulled business seek revenge soon mob war triggered nobody truly safe call film sprawling might considered compliment meant one almost three hour shown ten year life one family high low story see michael transform man want man circumstance force isnt story glorifies mafia show men honour little day told safety assured day killed cast great marlon brando impressing oft imitated performance vito al pacino really fine job michael character change believably event affect rest cast includes james caan robert duvall sterling hayden diane keaton also great director francis ford coppola great job bringing story screen helped fine soundtrack nino rota overall id say must see fill fan,positive
508,time writing review movie watched made didnt enjoy probably wasnt film fault im used movie realistic cgi effect hd quality current actor nonetheless often found film quality grainy bear effect cheap appreciate like every film watched godfather first film made film quality superb also though didnt recognise actor knew talented even one essential story example man first scene coming godfather help emotion seemed real perfectly delivered line single lengthly shot conclusion movie still hold generation even like generally dislike old movie best start trilogy ive ever seen,positive
509,must admit wasnt second time saw film realised flawless really however really struck second time psychologically deep movie really particularly respect number symbolic moment used throughout instance note turning point film following michael visit hospital whilst standing vigil nervous friend father hospital step light man cigarette seems taken back either relaxed possibly something deeper comparing openingclosing lighter motion made trigger gun also note moment shortly following punch receives corrupt policeman leaving swollen jaw michael corleone sits amongst family friend plotting murder two threat family business calm calculated plotting even physically resembles father swollen jawed many level film go,positive
510,movie based mario puzos novel godfather tell story organized crime family moved america create fortune gather ultimate respect surrounding world francis ford coppola directed masterpiece life time easily watched many time possible without losing touch movie quite long couple scene time violent beautiful cruel murder committed beautiful music played background creates enormous mix color sound powerful affect viewer follow storyline dazed amazed classic horse head scene wedding murder ny police captain watching young war hero become ruler cruel gangster syndicate must see scene,neutral
511,slow burn way every scene played amazing look slow yet engaging look meeting background skepticalthe music use phenomenal whenever something happening music way calm terrifying timethe story amazing family gangster society gangster feudsthe acting iconic especially marlon al everyone amazing charactersscreenplay good start slow boring wedding intro next horse scene entertaining calm watchthe ending satisfyingly amazing way mike turned gangster iconic last look face music talking wife signal he mike he godfather nowoverall classic gangster masterpiece theme dark calm timeiconic movie,positive
512,im voting commenting film bring pedestal invite everyone nothing italian mafia principal best film ever never entertaining film displayed rather ridiculous acting gross piece defamation perpetrated italian nothing violence gore even sex screen appropriate ludicrous consensus readership reached must corrected,positive
513,check copy mario puzos godfather library buy book want anyway lot people commented thing liked didnt like script realizing taken straight puzos masterpiece almost always book better movie please favor pick copy somewhere arent hooked second third page would amazed one advantage book go much richer vivid detail film lot material book used subsequent godfather movie well there way single movie could ever capture much detail delightful utterly satisfying tapestry sound like im reviewing book movie probably long time since ive seen film reread book often work literary genius far finest work fiction ever written subject youre fan film please grab book soon prepare transported wont able put respect liking film grow afterward,positive
514,year francis ford coppola beginning career process proving director little know going direct movie would go possibly beloved acclaimed film time movie godfather became highest grossing film year time oscar best actor marlon brando best adapted screenplay mario puzo francis ford coppola best picture albert ruddy unfortunately coppola take home gold directing al pacino robert duvall james caan brilliant supporting role oscar really doesnt matter movie still stand piece cinematic brilliance godfather tell relatively simple tale michael corleone pacino son powerful mafia vito corleone brando michael recently returned ww want nothing family business vito doesnt want either chain event michael forced rise new family order protect family ally downfall movie doesnt pretend something isnt simple plot one understand still en epic gangster movie thats thing film epic scope location prop actor etc come together create something magical al pacino key amazing performance michael son must protect family first eyedrop one could call performance lowkey merely observation character calmness subtlety cold nature transforms calculating ruthless chilling persona apparently pacino approached role thought money academy awardworthy performance marlon brando equally impressing vito corelone performance calm determined calculated brando doesnt present vito corleone cliché ruthless mafioso also father love family audience admire care robert duvall james caan talia shire john gazale diane keaton also presented capable great character everyone get ton character development performance spectacular nino rota haunting score perfectly illustrates kind film dealing every time hear score feel new epic got one memorable film score time cinematography beautiful sound fantastic overall godfather truly beautiful film admire puzo coppola screenplay brilliant filled memorable line im gonna make offer cant refuse leave gun take cannoli personal sonny strictly business francis ford coppola truly capture feeling spaghetti gangster movie direction brilliant tireless visible every scene twentieth century fox wanted replace several time production thankfully didnt robbed oscar godfather movie never grow old able watch many year come always feel fresh exiting every time watch first monologue bonasera last shot michael corleone new movie leaf shattered perfection saying godfather perfect movie like saying chuck norris badass see point mustwatch everyone,positive
515,absolute favorite movie could watch,positive
516,best movie world could called best movie ever although year passed better done,positive
517,favorite movie ever watch many time shear many friend actor great job movie,positive
518,whether youre admirer genre mafia film better ally godfather defining expect tragic dramatic subject masterpiece doesnt tell story killing scoresettling instils viewer value way life benevolent step away reasonable respectable well mixing several generation absolutely titanic actor story behind madness engendered thirst power money show u without love family friend man never happy fulfilled fine lesson education principle film philosophy,neutral
519,could possibly say said godfather already said better film comparable film opinion elite class movie could excite thinking like one character study amazing greatest character ever directionscore amazing al pacino secured place history thanks movie perfect whoever said movie bad dont see anyone could respect opinion anything,positive
520,think godfather made deep dent film industry confidently say movie enthralling compassionate acting directing deserves even praise already receiving watched movie thirty time time even enriching absolutely blemish however let remind crime movie mostly family principle character lacking many movie,positive
521,movie movie definitely sure thing movie doesnt deserve score im ok saying like omg say godfather make godfather godfather couldnt gotten score acting editing nice new york gang story like eh made feel like giving movie im begging make feel like watched movie seeing score take hour im happy satisfying curiosity movie shawshank redemption seven another movie way better still dont know point movie score like clearly take away list top dont want watch anymore im sorry,positive
522,honestly dont know say got worst movie ive ever misfortune watch yet getting good review anyone would give rating mystery almost everyone imdb wannabe critic actually something missed watching found challenge get movie never mind enjoy advice anyone thinking watching dont disappoint real plot storyline movie disengaging character event boring follow personally feel plenty movie deserving credit movie given,neutral
523,godfather greatest movie time flawless movie francis ford coppola brilliant directing movie greatest achievement great performance actor especially oscar winning performance marlon brando vito corleone al pacinos acting phenomenal godfather told entirely within closed world thats sympathize character essentially evil vito corleone moral center movie movie caliber never becomes obsolete movie actually plot hole complete movie godfather view mafia inside truly masterpiece best movie,positive
524,title timeless masterpiece godfather godfather directed francis ford coppola released cinematic gem continues stand test time iconic film redefined crime genre also set new standard storytelling character development world cinema story revolves around corleone family led enigmatic patriarch vito corleone portrayed brilliantly marlon brando brandos performance nothing short legendary effortlessly embodies complex character mafia bos sense authority vulnerability unparalleled al pacino one careerdefining role play michael corleone youngest son becomes entangled family criminal empire watching transformation innocent young man ruthless calculating mobster captivating chilling supporting cast including james caan robert duvall diane keaton deliver exceptional performance add depth authenticity narrative chemistry dynamic among character palpable making audience emotionally invested fate coppola direction nothing short perfection creating atmosphere immerses viewer world organized crime film cinematography evocative lighting meticulous attention detail add overall ambiance tension power struggle godfather screenplay adapted mario puzos novel masterclass storytelling explores theme family loyalty power corruption way transcends genre dialogue iconic many line film become part cinematic history nino rota hauntingly beautiful score enhances film emotional impact creating sense melancholy lingers long credit roll summary godfather cinematic treasure left indelible mark film industry mustsee anyone appreciates storytelling finest masterful performance gripping narrative explores depth human nature remains timeless classic deserves place among greatest film ever made,positive
525,could said godfather legacy mafia crime family drama begin end line dialogue forever embedded american culture film discourse pacino brando dinero keaton caan whole cast fit bill impeccable conviction moral theme picture profound impact unlike preceding film empathizes traditionally antagonistic side society show varying dimension men steal rob murder reason personal selfindulgence believe life greatest benefit family take far film point narrow view motivation accomplice organized crime godfather enlightened film going public motivation mafia crime crime family doesnt defend merely observes chosen inherit ethic life crime family,positive
526,classic contemporary contemporary fantastic say film perfectly portrays system existed exists today congratulation job watch must movie lover,positive
527,film truly epic develops character amazing way especially corleone film superior knowledge intelligence based sense friendship favor love kind movie protagonist antagonist complex being ambitious colossal idea anyone could conclusion every act decision corleone son amazing big consider one best movie see life never forgot soundtrack landscape final complement movie unforgettable,positive
528,best movie ever since first time saw expect film would grow everytime tv somewhere else need watch never get tired,positive
529,liken film kind spiritual awakening course go church mosque find enlightenment faith humanity place worship open certain day time need affirmation lasting bond friendship prevail dire circumstance shawshank give make grown men like cry still wonder whether shawshank truly meant viewing privacy home personal experience really make look inward nominated seven best film never one single oscar,positive
530,without doubt godfather excellent movie acting script mood music cinematography indefinable haunting quality make one finest movie ever made however believe godfather even greater film fact consider best film ever seen last poignant moment movie michael corleone reflective mood opinion one classic scene cinematic history one scene always remained always associate movie pleased see scene also included memorable moment movie history recent academy award ceremony,positive
531,overrated movie even top movie feelt sleeping watchin felt wasted two hour watching decided stop,positive
532,definitely greatest movie time greatest crime movie could good epic story mario puzo also aesthetic fabulous cinematography gordon willis annie hall klute mention absolutely fantastic cast impressive marlon brando played completely different part year bertolucci ultimo tango parigi think pity sterling hayden killing dr strangelove asphalt jungle small part ninehour trilogy one distinctive element great crime movie music already recognizable rocco e suoi fratelli visconti less recycled film nino rota amarcord obsession boccaccio point,positive
533,considered one best movie ever made finished watching mob drama based mario puzos novel name focus powerful italianamerican crime family vito corleone marlon brando don youngest son michael al pacino reluctantly join mafia becomes involved inevitable cycle violence betrayal although michael try maintain normal relationship wife kay diane keaton drawn deeper family business movie decided write full review everyone know good godfather inspiration movie came cinematography amazing plot grasping acting phenomenal script well written plot twist shocking three hour run time pass quickly could keep going however would like go watch movie experience dont fan gangster movie like need go watch soon possible enjoy masterpiece score,positive
534,one movie one movie stand mind think cinema isthe godfather movie watch many time still find something new didint notice previous viewing movie learn character every moment film movie show true mafia definition movie whether astonishing script incredible cast amazing acting youll find something youll like movie even hated movie disposes always say thing liked least thing acting marlon brando one memorable performance history filmmaking play role vito corleone head one five family new york city influential historical actor son michael al pacinos part play son young boy returned world war ii wanting anything family second infamous james caan playing hot headed sonny wanting take family business vito pass fredo poor dimwitted fredo played john cazale along cast robert duvall tom hagen adopted son family irish blood heart diane keaton also fantastic job young woman dating michael knowing expect movie provides something everyone enjoy violence like lot intriguing storyline bada bingyou want see nice cast one best movie ever madeyou doubt movie remain head see spawned many fan world tearjerker noir love story movie mafia said definition movie rating,positive
535,movie amazing ive always wanted watch thought wasnt kind movie first since im romance thriller kind person wrong catch attention beginning till end surprised made smile also made feel sad performance made actor amazing cinematography outstanding well importantly writing pacing music magnificent clever carefully studied make movie stand italian maybe reason enjoyed even especially part talked italian though im sicily sometimes didnt get dialect finally movie made fall love al pacino marlon brandos acting skill give everything relaxes keeping entertained hour easily go thank ill definetely watch movie,positive
536,saw movie father recommendation dramatical movie first perfect revenge movie gangster saw movie felt part widely two theme movie one american dream one many life mafia last son colione michael doesnt want join father business got hurt mafia gangster family came danger couldnt help assist finally realized destiny family fate became leader family good father cruelty better father finally became best godfather mafia lost old shape michael father vito show american dream reality movie dy grows many vegetable wanted wanted live normally became gangster son death michael victory family fighting movie continues darkness society bad side american dream,positive
537,movie favorite timesi seen three part repeatedly,positive
538,every film maker watch film like encylopedia film maker say bibel film maker lot film maker insperied film became dummy film maker lot aspering film maker try copy film got award,neutral
539,course million movie imitate superficial aspect mafia stuff thats become cliche dont really try make movie like godfather maybe theyre realistic many people could pull movie good still let see striving people true greatness proven possible youll never get unless try,positive
540,one best film probably best gangster mafia drama time,positive
541,like said definitely best movie ever movie good point cant see number imdb dont even think better goodfellas even better two movie rented american history x casablanca oh well still good entertainment looking forward godfather part ii,positive
542,overrated movie romanticizes mafia script average performance scenography good dont wash away weak script vito corleone romanticized unbelievable mob bos,neutral
543,saw late fame one basic motif theme second cause many friend see experience experience without say film mafia special public first sigh perfect perfect scene scene becomes masterpiece great actor special performance memorable scene dialogue situation cold feeling film value near every day reality choice error mistake decade remains fresh memory unique meet,positive
544,due restriction point voting system forced settle rating however prefer accurate score would star movie undoubtable classic ive noticed lot star review rather ignorant time rather obnoxious understandable doesnt live expectation dont even think movie option star rating anyone give lower rating really reviewing movie admit idea film idea popular would really live standard set many sycophantic fan seemed almost impossible already disappointed movie avatar visually course predictable time tiresome plot godfather hand much unpredictable storyline yet nothing happens huge shock time seemingly arbitrary event eventually collate cohesive part movie despite pushing hour mark constantly entertained hanging every word almost every action hold importance feeling something happen constant justified dont want reveal much movie shall attempt keep review vague place stop regard storyline even storyline fails inspire least sort appreciation five word command respect al pacino marlon brando give film level cool control power affect viewer many way maybe even reestablishes idea acting powerful emotion casually used air nonchalance grace emotion usually overplayed overacted movie actor flaunt talent carelessly film get masterclass acting two master screen acting every character pitched perfectly every character balance personality contrastingly complimentary towards lot good say movie explain gave mere firstly must admit dont believe idea thing perfect movie viewed somewhat harsh marker thus would never get full aspect film believe either superfluous underdeveloped basically put bit could maybe replaced extra character storyline development however personal issue would stress second highest rating ever given honest mind constantly changing score may actually future wish raise final note say truly one greatest film ever made would urge anyone reading watch film dont like shame probably film carry rest life,neutral
545,masterpiece brought screen fabulous francis ford coppola nothing true perfection godfather flawless acting cinematography character plot everything build together perfectly simply perfect,positive
546,cant believe movie first time gave movie easily could best movie history hollywood,positive
547,movie excellent probably best ive ever seen prop good minding year released acting world ive read book watching movie tell second time much better like picture book tried create came alive ive seen movie really cool put lot effort movie pay scenery costume everything detailed course atmosphere movie marvelous really travel back spot totally see movie better watch whole trilogy must,positive
548,progression movie follows development following linear logical sequenced story line corleone shot michael seek retaliation shooting sollozzo mcclusky mafia family war begin parallel story michael taking refuge italy corleone hold peace summit family michael return america becomes new family upon father death standard cause effect progression scene logically leading next character differing goal clashing obtaining help character resolve conflict meet ultimate goal result character individual action well group interaction help move movie along,neutral
549,movie extraordinary performance amazing direction incredible screenplay excellent soundtrack good great perfection every way first saw movie year old couldnt stand love patient watch movie observe every detail make unforgettable vito corleonebrando aging head corleone mafia family youngest son michaelpacino returned wwii time see wedding connie corleone tania shire michael sister carlo rizzirusso michael family involved mafia michael want live normal life drug dealer virgil sollozzolettieri looking mafia family offer protection exchange profit drug money approach corleone much advice don lawyer tom hagenduvall morally use drug turn offer please sollozzo shot hit men barely survives lead son michael begin violent mob war sollozzo tear corleone family apart everybody say movie get everything right true movie follows narrative rhythm impeccable never slows much thats whole movie slow tense scene like scene michael changing father room hospital even funny one michael sicily talking man girl met guy find shes daughter done excellency screenplay one best ever made develops character well almost everyone learning something story course give u memorable quote like classic im gonna make offer cant refuse im superstitious man soundtrack nino rota brilliant notice right first scene acting equally impressing even pacino dont usually blow mind like everyone say bad actor he excellent prefer contained calm performance impressed lot he cold look smart make turn believable intelligent brando give one best performance world ever seen considering movie released convinced sick old man pacino didnt well godfather part iii observe scene hagen tell sonny youll see mean saying one best time verdict lot people including say best movie ever made probably good reason say,positive
