review,cleaned_review
"This film represents the absolute perfection, either in cinematography or acting. The perfects book's perfect adaptation. The only minor ""problem"" is that this and the Part II are complete each other, one by one these movies are less, but this little detail won't minor their merits. In the lead role Al Pacino was the best choice, and don't forget to mention the legend, Marlon Brando as THE Godfather. I think this film represents what nowadays movie are lack of. In this movie the story and the characters are the main parts not the visual effects. In my opinion to this very day, this was Coppola's best directing. And don't forget Nino Rota's melodies which are inseparable from the movie.",film represents absolute perfection either cinematography acting perfect book perfect adaptation minor problem part ii complete one one movie less little detail wont minor merit lead role al pacino best choice dont forget mention legend marlon brando godfather think film represents nowadays movie lack movie story character main part visual effect opinion day coppola best directing dont forget nino rota melody inseparable movie
One of the greatest stories ever told through film. From the cinematography to the cast there isn't a single flaw.The performance by Marlon Brando is just stunning and Al Pacino amazes with his talent with this being one of his first movies. The legacy of this movie and the way it has affected cinema cant be described in words. Being a fan of organized crime movies I can say that this is my absolute favorite and I cant remember how many times I have watched it.It might be a bit long but It never ceases to amaze the viewer with its brilliant dialogue and excellent cinematography.I would like to thank personally everyone who worked on this achievement of a film. A must see for everyone who has even the slightest appreciation for cinema!!!,one greatest story ever told film cinematography cast isnt single flawthe performance marlon brando stunning al pacino amazes talent one first movie legacy movie way affected cinema cant described word fan organized crime movie say absolute favorite cant remember many time watched itit might bit long never cease amaze viewer brilliant dialogue excellent cinematographyi would like thank personally everyone worked achievement film must see everyone even slightest appreciation cinema
"This is one of those movies that made me wonder why I hadn't seen it earlier.

With superb acting by especially Al Pacino as Mike Corleone and Marlon Brando as Don Vito Corleone this movie shows how one of the head mafia families in New York works, it gives a detailed picture of how their business runs and what kinda chances they got to take on their business.

The plot has to be excellent for it to get ten out of ten, and it is, it's far from predictable and the movie is the definition of a great epic. I feel that this movie has not dated all that much and has tremendous re-watch-ability.

Do not miss this movie!",one movie made wonder hadnt seen earlier superb acting especially al pacino mike corleone marlon brando vito corleone movie show one head mafia family new york work give detailed picture business run kinda chance got take business plot excellent get ten ten far predictable movie definition great epic feel movie dated much tremendous rewatchability miss movie
"Tell me a movie that is more famous than this. Tell me a movie that has had more parodies enjambé off its storyline than this. Tell me one movie that has been as quoted as a much as this. The answer is you can't. No movie has had as much of an impact as The Godfather has had ever since it was released.

The acting was simply amazing, what else could you say. What could be more appealing to people(even today) than watching actors like Al Pacino, Marlon Brando, James Caan, Diane Keaton, Talia Shire and Robert Duvall. This is like heaven for someone who is a fan of movies. With this movie Brando was able to bring himself back into the limelight. His performance as the godfather alone is iconic. His character has been recreated so much in films that it has almost if it has not already become a cliché. His performance though was not a cliché. His performance was subtle and breathtaking. It was so genuine and realistic that it was not just probably but definitely more genuine than Marlon Brando himself. Al Pacino was perfect for this film as well. What a way to start up your career. His character was all about depth and he displayed it perfectly. He was able to display his own inner-battles in his mind as well as the battles he had with his family, friends and enemies. His character was more of a psychological character study than anything else to me. Robert Duvall to me was the glue to the movie. He added a different perspective to everything in just that he was not Italian yet having the respect of the mafia. His character is a man of high authority within the Corleone family who was listened to and insightful;. This was simply perfect giving the film great balance throughout. The rest of the cast was just icing on the cake.

The writing was phenomenal and breathtaking. As mentioned before there has been no movie quoted more than this. It is not even the quotes though that makes the writing in here so perfect. It is the symbolism and meaning that went into every scene. There are countless symbols, messages and lines in here that are so memorable yet it is as realistic as a movie could get.

The directing by Coppola was perfect as well. Not many movies can be 3 hours and yet maintain a good level of interest from the audience like The Godfather. Coppola deserves credit for this. The symbolism and messages that went into every scene also has to do with the directing not just the writing. The movie is so well edited and strung together that the only word that could come to my mind is perfection.

The cinematography and music were perfect. The score of this movie is one of the most memorable ever. If you were to hear it you could identify it right away. The cinematography was what actually really drove this movie. The Godfather seems to have this mystique to it, it gives you the feeling you are watching something truly remarkable.",tell movie famous tell movie parody enjambé storyline tell one movie quoted much answer cant movie much impact godfather ever since released acting simply amazing else could say could appealing peopleeven today watching actor like al pacino marlon brando james caan diane keaton talia shire robert duvall like heaven someone fan movie movie brando able bring back limelight performance godfather alone iconic character recreated much film almost already become cliché performance though cliché performance subtle breathtaking genuine realistic probably definitely genuine marlon brando al pacino perfect film well way start career character depth displayed perfectly able display innerbattles mind well battle family friend enemy character psychological character study anything else robert duvall glue movie added different perspective everything italian yet respect mafia character man high authority within corleone family listened insightful simply perfect giving film great balance throughout rest cast icing cake writing phenomenal breathtaking mentioned movie quoted even quote though make writing perfect symbolism meaning went every scene countless symbol message line memorable yet realistic movie could get directing coppola perfect well many movie hour yet maintain good level interest audience like godfather coppola deserves credit symbolism message went every scene also directing writing movie well edited strung together word could come mind perfection cinematography music perfect score movie one memorable ever hear could identify right away cinematography actually really drove movie godfather seems mystique give feeling watching something truly remarkable
"I know this movie is prized as a masterpiece, but it's far from it in my opinion. The acting is interesting (not sure if saying good) and the atmosphere of the movie it's also one of it's strongest points, but not so the photography in terms of composition. But then the plot is weak, it's unnecessarily long and it leaves me with a sense of being incomplete, besides the fact that there's a ""part two"", even after that I feel the same, but on its own, this movie could be more self conclusive... Again, and I know it's not a popular one, this is my opinion.",know movie prized masterpiece far opinion acting interesting sure saying good atmosphere movie also one strongest point photography term composition plot weak unnecessarily long leaf sense incomplete besides fact there part two even feel movie could self conclusive know popular one opinion
"I watched this movie three times in an attempt to see why such a poorly written, directed, and acted movie is so revered by fans and critics alike. Aside from the music (which is the only good thing about this movie really), I found everything about this movie to be mediocre at best. I found the plot to be thin and simplistic, the characters to be one-dimensional and underdeveloped, the cinematography to be pretentious and boring. And the movie itself to be unnecessarily long and lacking of suspense. Overall, it looks like a documentary, and a very bad one indeed. And the ending was a major simplistic plot convenience to the point of being stupid. The only logical explanation for this movie's acclaim is that this movie is a mafia propaganda movie to instill fear and respect towards them. And the mafia forced critics to praise this title by placing severed horse heads in their beds!",watched movie three time attempt see poorly written directed acted movie revered fan critic alike aside music good thing movie really found everything movie mediocre best found plot thin simplistic character onedimensional underdeveloped cinematography pretentious boring movie unnecessarily long lacking suspense overall look like documentary bad one indeed ending major simplistic plot convenience point stupid logical explanation movie acclaim movie mafia propaganda movie instill fear respect towards mafia forced critic praise title placing severed horse head bed
"you need to watch it to understand how excellent this movie is.

It has a great story, actors, acting and is a piece of art.

This was my first English movie and loved it and still do. Never will get tired of watching it.

""Don't ever take sides against the family again, ever and Never hate your enemies, it affects your judgement.""

Many quotes and words that actually make sense, its not a wordless and nonsense argument. It can be extreme but some of the quotes do make sense.

Watch, See, Listen, and enjoy.",need watch understand excellent movie great story actor acting piece art first english movie loved still never get tired watching dont ever take side family ever never hate enemy affect judgement many quote word actually make sense wordless nonsense argument extreme quote make sense watch see listen enjoy
"Just an amazing movie with an awesome script! One of the best stories ever told. The way this story is told is something that I couldn't expect, with so much drama but also the reality of that world. We feel so connected with the family, with the characters. The photography increase the drama of the movie. Like the last take, we want so much to see how his going to be with all that power. Absolutely worth watching this movie, especially. You are learning from the very best. It's also the kind of a movie that every time that I watch I can see something different. Very honest with the book. Almost three hours that we can't feel. I wish there were more movies like this these days.",amazing movie awesome script one best story ever told way story told something couldnt expect much drama also reality world feel connected family character photography increase drama movie like last take want much see going power absolutely worth watching movie especially learning best also kind movie every time watch see something different honest book almost three hour cant feel wish movie like day
"This movie is my favorite. I literally have this movie on every device that I own. And that just tells you how much I love this movie. I mean every scene is a classic.

When we can't pick a movie to watch, me and my friends just instinctively settle for ""The Godfather"". We know each and every dialogue and we love saying the dialogues verbatim!

Besides, what other movie has so many great actors doing their best work? Where else will you find someone beating Al Pacino at acting then in this movie?

This movie just never gets old for me and my friends. And that is why it deserves a 10 star vote!",movie favorite literally movie every device tell much love movie mean every scene classic cant pick movie watch friend instinctively settle godfather know every dialogue love saying dialogue verbatim besides movie many great actor best work else find someone beating al pacino acting movie movie never get old friend deserves star vote
"Francis Ford Coppola's screen adaptation of Mario Puzo's novel The Godfather is a cinematic master piece. The thought provoking irony that shrouds the film leaves the audience astounded by the excellence of the work. The characters are all very dynamic and go through extensive amounts of growth throughout the duration of the film. The use of irony, antithesis, and juxtaposition create such a complex story above and below the surface. Although the movie is very complex and layered, it is not too difficult to follow. It is long, so if you want to get the most of the experience I recommend watching it in installments rather than all at once. It will make the movie easier to follow and keep your attention span fresh. There is a lot of violence, but it is not overly gory. It's more tasteful than films of the Tarantino nature. So, leave your guns behind, grab a cannoli and enjoy this exemplary film full of plot and grade A acting.",francis ford coppola screen adaptation mario puzos novel godfather cinematic master piece thought provoking irony shroud film leaf audience astounded excellence work character dynamic go extensive amount growth throughout duration film use irony antithesis juxtaposition create complex story surface although movie complex layered difficult follow long want get experience recommend watching installment rather make movie easier follow keep attention span fresh lot violence overly gory tasteful film tarantino nature leave gun behind grab cannoli enjoy exemplary film full plot grade acting
"One of the best movies ever made about the mafia until today! I'm still waiting that arises a work like this movie. Violent and realistic, is a perfect picture of how the mafia could be good and cruel at the same time. Full of meaning, deaths and colorful characters, is absolutely impossible to peel off eyes of the screen for a second even. Is an epic about a descent into hell and desperate attempts to see the light again. And the rise of credits, the viewer realizes that he was facing one of the most powerful stories of love and hatred of the cinema.

The Godfather is without a doubt one of my 5 favorite movies, one of the most important films in history, the most commented, imitated and revered in cinema. And is the question: is the best movie ever? When we stop to think about days after seeing the movie we were in doubt, but to watch no doubt of the answer. Almost like an offer we can't refuse. Note: 10",one best movie ever made mafia today im still waiting arises work like movie violent realistic perfect picture mafia could good cruel time full meaning death colorful character absolutely impossible peel eye screen second even epic descent hell desperate attempt see light rise credit viewer realizes facing one powerful story love hatred cinema godfather without doubt one favorite movie one important film history commented imitated revered cinema question best movie ever stop think day seeing movie doubt watch doubt answer almost like offer cant refuse note
"I liked it a lot. It's truly a masterpiece. I thought he cast was well priced and he director did a phenomenal job at directing this film. I also think the sequel is as good as the first, if not better. If I could give this film more than 10 stars right now, I honestly would. I remember going with my boyfriend to see it, for it is his favorite film. He laughed and cried and wanted to see it again and again. I am the same exact way. I not only likes this movie, but I loved it, and I still do. Even now when I see a grandfather clock I always think of this movie. Actually, writing this review right now is giving me so many amazing and beautiful memories of the movie that I want to go and see it again. I would truly recommend see this movie as soon as possible. I'm sure you wouldn't regret it. It made me the person I am today.",liked lot truly masterpiece thought cast well priced director phenomenal job directing film also think sequel good first better could give film star right honestly would remember going boyfriend see favorite film laughed cried wanted see exact way like movie loved still even see grandfather clock always think movie actually writing review right giving many amazing beautiful memory movie want go see would truly recommend see movie soon possible im sure wouldnt regret made person today
"Not worth to present in top 10 Popular Movie, yesss i know it's Impossible to ignore the performance and evaluation of characters via marlon Brandon and Al pacino Both are Incredible actors, but the long period of movie is boring, there is a lot of Scenes Not important.",worth present top popular movie yesss know impossible ignore performance evaluation character via marlon brandon al pacino incredible actor long period movie boring lot scene important
"I decided to give this movie a go after seeing it in the #2 spot in the IMDB top 250 list.

This movie establishes the characters well, and all of the acting in this movie seemed top notch, with even small character roles being portrayed convincingly throughout the film.

Unfortunately, a large portion of the film contained long scenes that caused me to rapidly lose attention or become sleepy. The excessive amount of time (eg. The first 30 mins at the wedding) does not do well to set the pace of the film - instead lulling the audience into a dozy stupor in which many viewers would be tempted to jump on their phone.

The notable parts of this movie are the parts where action happens: the tense encounter with the police chief, the scene at the boom gates, the emotional garden scene with the don/grandson. These are the noteworthy parts of the film where the cast are finally given a chance to flex their talents.

Unfortunately, I have to agree with many other low reviewer's summaries when I say this movie is overrated. While it may have been a great movie in the 1970's, or even 1980's, this movie is less likely to earn a 10 star review in 2021, and more likely to give you a three hour nap on the sofa.",decided give movie go seeing spot imdb top list movie establishes character well acting movie seemed top notch even small character role portrayed convincingly throughout film unfortunately large portion film contained long scene caused rapidly lose attention become sleepy excessive amount time eg first min wedding well set pace film instead lulling audience dozy stupor many viewer would tempted jump phone notable part movie part action happens tense encounter police chief scene boom gate emotional garden scene dongrandson noteworthy part film cast finally given chance flex talent unfortunately agree many low reviewer summary say movie overrated may great movie even movie less likely earn star review likely give three hour nap sofa
"The Godfather is not only a great Noir style gangster movie but also a tale of the immigrants that came to this country in the last part of the 1800's through the depression. Poor families from Europe that came to the land of the free only to find that all the wealth was controlled by the land barons, Bankers and well to do. Like Most parents Vito Corleone did what he had to do to raise his family and never wanted this life for his sons. Realizing his words were lost on Sonny and Fredo who was a sickly child did not have much hope of making it on his own. But Michael was different he went to college then into the service in WW2. He was never supposed to be in that world but the attempt on his fathers life makes him realize he is his fathers son. He swears revenge on Salatso and the police captain that protects him and so the story unravels. Great performances By Brando, Caan, Pacino,Duvall,with an incredible supporting cast with Abe Vigoda,Richard Castalano, Diane Keaton and Talia SHire. Perhaps the best of the supporting cast is John Cazale as Fredo Supposedly not the brightest bulb in the bunch turns out to be a very good schemer who wants whats coming to him.",godfather great noir style gangster movie also tale immigrant came country last part depression poor family europe came land free find wealth controlled land baron banker well like parent vito corleone raise family never wanted life son realizing word lost sonny fredo sickly child much hope making michael different went college service ww never supposed world attempt father life make realize father son swears revenge salatso police captain protects story unravels great performance brando caan pacinoduvallwith incredible supporting cast abe vigodarichard castalano diane keaton talia shire perhaps best supporting cast john cazale fredo supposedly brightest bulb bunch turn good schemer want whats coming
"The first movie I've ever watched that left me with the feeling that I saw something bigger than just a movie. I remember it really well - I was 16, my parents were abroad and I watched it at home with a couple of good friends. When you remember the time and setting you watched a movie so well, it is because it really touched you and influenced you, and that's what I think that movie did to me. You really should watch it. It is an offer you can't refuse!",first movie ive ever watched left feeling saw something bigger movie remember really well parent abroad watched home couple good friend remember time setting watched movie well really touched influenced thats think movie really watch offer cant refuse
"First, I've read and heard about this movie for a looong time before I watched it, and I heard alot of people talking about how they are crazy about this film, I couldn't know why all these people are talking about this movie as it is an invention that changed the history of cinema??all of these questions in my head had stopped suddenly when I watched it , I can't think of better performance for the whole line of actors like this one, what shocked me to the depth of my heart actually is that you are confused about who is the best actor in this masterpiece?? The Don,Micheal,santino, clemenza or even Bonasera in the very iconic intro scene. The characters, the cinematography, the sound track looks fabulous . I can't really imagine how Francis Coppola managed to gather all this cast together most of them were unknown to us. This movie is really a masterpiece and it is a reference for acting, directing, writing and everything else in the cinema business.",first ive read heard movie looong time watched heard alot people talking crazy film couldnt know people talking movie invention changed history cinemaall question head stopped suddenly watched cant think better performance whole line actor like one shocked depth heart actually confused best actor masterpiece donmichealsantino clemenza even bonasera iconic intro scene character cinematography sound track look fabulous cant really imagine francis coppola managed gather cast together unknown u movie really masterpiece reference acting directing writing everything else cinema business
"This was truly a history rival and fascinating piece of cinematography. The godfather was one of my favorite and classical films from a he series. Its involves mystery, action, crime, food and the mafia some of my favorite subjects for a good film. I particularly like the entire Godfather Trilogy but personally the first one is my absolute favorite. The scene where everyone has dinner and the party shows how caring and loving the family. Also when all the families meet together to discuss the ""buisness of the mafia was awesome. Then all of sonny dramatic scenes were just hilariously funny but it was sad yet obvious sonny temper was get him into trouble one day. Then when Michael took over I could see he reflected his father a lot",truly history rival fascinating piece cinematography godfather one favorite classical film series involves mystery action crime food mafia favorite subject good film particularly like entire godfather trilogy personally first one absolute favorite scene everyone dinner party show caring loving family also family meet together discus buisness mafia awesome sonny dramatic scene hilariously funny sad yet obvious sonny temper get trouble one day michael took could see reflected father lot
"I'm not gonna write another review of how great and flawless the Godfather is because there are already a lot of them and pretty much everyone knows how perfect the movie is. Instead, I'm gonna share my 17year old guy view of this masterpiece and thus i'll highlight the importance of it. First things first, yes I like blockbuster kind of movies (you know the types) and i've absolutely adored what cinema has brought in, the past 10 years... But, I've seen many movies from the 50's-80's unlike my generation and i have to say that i am fond of 2/10 of them (The 90's, especially 1994 is a happy exception). That being said you cant imagine how big it is that this movie is my 2nd favorite of all time in all of 400+ movies i've seen...! The pacing is incredible, the picture is meant to be timeless, the sound is captivating, the plot is classic, and don't get me started on the performances. Marlon Brando, the greatest actor to have walked on this earth, proved why he is the best with ,maybe, the best performance of all time. I'd seen the streetcar and on the waterfront and i could believe in my eyes... It's a shame it has a rating of 9.2/10 because it truly is at least 9.9/10... even for an objective voting. This generation that spends 15 bucks for 1,5 hour of explosions every summer and another 15 for useless moneymaker ""movies"" will never know the greatness of this 3hour epic... a true masterpiece!!! 10/10!",im gonna write another review great flawless godfather already lot pretty much everyone know perfect movie instead im gonna share year old guy view masterpiece thus ill highlight importance first thing first yes like blockbuster kind movie know type ive absolutely adored cinema brought past year ive seen many movie s unlike generation say fond especially happy exception said cant imagine big movie nd favorite time movie ive seen pacing incredible picture meant timeless sound captivating plot classic dont get started performance marlon brando greatest actor walked earth proved best maybe best performance time id seen streetcar waterfront could believe eye shame rating truly least even objective voting generation spends buck hour explosion every summer another useless moneymaker movie never know greatness hour epic true masterpiece
"I Think this film is best in cinema history.one awesome film. alpacino was great in film i like his play Brando was strong kind and square!

godfather best dialoge:

Luca Brasi: Don Corleone, I am honored and grateful that you have invited me to your home on the wedding day of your daughter. And may their first child be a masculine child. Don Corleone: I'm gonna make him an offer he won't refuse. Clemenza: Luca Brasi sleeps with the fishes. Michael: Just lie here, Pop. I'll take care of you now. I'm with you now. I'm with you. Michael: My father is no different than any powerful man, any man with power, like a president or senator. Kay Adams: Do you know how naive you sound, Michael? Presidents and senators don't have men killed. Michael: Oh. Who's being naive, Kay? Don Corleone: You talk about veangance. Is vengeance going to bring your son back to you or my boy to me? Peter Clemenza: Leave the gun. Take the cannoli. Michael: Fredo, you're my older brother, and I love you. But don't ever take sides with anyone against the Family again. Ever. Michael: Barzini is dead. So is Phillip Tattaglia. Moe Greene. Stracci. Cuneo. Today I settled all family business so don't tell me that you're innocent. Admit what you did...Get him a drink. Don't be afraid, Carlo. Come on, you think I'd make my sister a widow? I'm Godfather to your son...Go ahead. Drink. Drink. No, you're out of the family business, that's your punishment. You're finished. I'm putting you on a plane to Vegas. Tom?...I want you to stay there, you understand?...Only don't tell me that you're innocent. Because it insults my intelligence and it makes me very angry. Now, who approached you first? Barzini or Tattaglia? Michael Corleone: Don't ask me about my business!!",think film best cinema historyone awesome film alpacino great film like play brando strong kind square godfather best dialoge luca brasi corleone honored grateful invited home wedding day daughter may first child masculine child corleone im gonna make offer wont refuse clemenza luca brasi sleep fish michael lie pop ill take care im im michael father different powerful man man power like president senator kay adam know naive sound michael president senator dont men killed michael oh who naive kay corleone talk veangance vengeance going bring son back boy peter clemenza leave gun take cannoli michael fredo youre older brother love dont ever take side anyone family ever michael barzini dead phillip tattaglia moe greene stracci cuneo today settled family business dont tell youre innocent admit didget drink dont afraid carlo come think id make sister widow im godfather songo ahead drink drink youre family business thats punishment youre finished im putting plane vega tomi want stay understandonly dont tell youre innocent insult intelligence make angry approached first barzini tattaglia michael corleone dont ask business
"The few ""perfect"" films to ever been released are so perfect in every aspect that each scene almost feels like a masterpiece on its own. In the case of Coppola's revolutionary The Godfather, this statement holds especially true. Phenomenal and sheer brilliance in every aspect that cannot be matched by modern ""cinema"", Coppola's The Godfather is cinematic perfection in every aspect of filmmaking. From performances delivered by an astounding ensemble cast, to Nina Rota's breathtakingly soaring and epic musical score to Coppola's very direction, The Godfather should essentially be viewed as a three hour masterclass on filmmaking for any aspiring filmmakers. So perfect in every aspect and so free of flaws, no film since its time has matched even half the brilliance of The Godfather.",perfect film ever released perfect every aspect scene almost feel like masterpiece case coppola revolutionary godfather statement hold especially true phenomenal sheer brilliance every aspect cannot matched modern cinema coppola godfather cinematic perfection every aspect filmmaking performance delivered astounding ensemble cast nina rota breathtakingly soaring epic musical score coppola direction godfather essentially viewed three hour masterclass filmmaking aspiring filmmaker perfect every aspect free flaw film since time matched even half brilliance godfather
"This is over done and over rated. It sucks.

It just doesn't make any sense why people like one crime film so much. There are so many good motion pictures out there, and out of all of them, people pick this one? Honestly Francis Ford Coppola is over rated, and he makes lots of trash films.",done rated suck doesnt make sense people like one crime film much many good motion picture people pick one honestly francis ford coppola rated make lot trash film
"This has to be a masterpiece for me and for my understanding and knowledge. I adore mob films like this one and TV series about the mob as the great TV series I've ever watched: The Sopranos. The shooting of the whole film is sublime, and the shots of the two sequels as well. Coppola got to manage this as a master of film composing. The plot and the development in general is majestic too. The scene of the head horse in the film director's bed is very shocking; I never saw something like that. Now I can only say that this has become one of my favorites films ever (for me and for most of you who are reading this). This is the sort of films that I would watch for many times.",masterpiece understanding knowledge adore mob film like one tv series mob great tv series ive ever watched soprano shooting whole film sublime shot two sequel well coppola got manage master film composing plot development general majestic scene head horse film director bed shocking never saw something like say become one favorite film ever reading sort film would watch many time
"I really liked ""The Godfather"" and the content of the movie. But, I think that this movie is overrated. Back in the 70's, this might have been the greatest movie ever. But in 2009, it's not.

This film talks about the rivalry between the 5 Italian mafia families living in New York City. The main focus is on the Corleone family. After the patriarch of the family got shot, the youngest son Michael joins the family business for vengeance.

The acting is definitely not overrated. Marlon Brando, Al Pacino, and James Caan all delivered marvelous performances that will be remembered forever.

The score by Nino Rota is probably one of the most famous and the one that is stuck inside your head for months.

One thing I have against this movie is that this movie is very long with boring scenes stretched in. This movie is nearly three hours long. I can accept that for the last LOTR movie because it's interesting and engaging.

Overall, this is a great film, not exactly a masterpiece. I rate this film 8/10.",really liked godfather content movie think movie overrated back might greatest movie ever film talk rivalry italian mafia family living new york city main focus corleone family patriarch family got shot youngest son michael join family business vengeance acting definitely overrated marlon brando al pacino james caan delivered marvelous performance remembered forever score nino rota probably one famous one stuck inside head month one thing movie movie long boring scene stretched movie nearly three hour long accept last lotr movie interesting engaging overall great film exactly masterpiece rate film
"I have rated over a 100 movies in IMDb and none of them could get a 10/10 score, but this. I think that perfect score was waiting for me to watch this movie. This movie that has set a benchmark for me to rate other movies, ""Is it The Godfather level good or not ?"".

This movie for me is an epitome of perfection, it scores a perfect score in almost all the departments, be it direction, acting, music, screenplay, character development, cinematography etc. I just couldn't find a fault with it (and mind you I tried really hard).

With a blazing canon of actors which include Marlon Brando, Al Pacino, James Caan, Robert Duvall this film pierces right through you and makes a place for itself. Even days after you watch this movie you will find yourself, in your own private moments, speaking out those wonderful lines, trying to copy Vito Corleone or shape your voice like Michael Corleone. In its own mysterious ways the movie will sure remain with you.

It leaves you wanting more, not because there are questions that remain unanswered, but because this film feels so good that you never want to leave it, leave the streets of New York or the Godfather's mansion.

All in all Francis Ford Coppola has done a remarkable job that, in the least, deserves a standing ovation and an unanimous cheer of ""Bravo!"". This movie leaves you with an aftertaste of knowing that you have cherished watching an excellent movie.",rated movie imdb none could get score think perfect score waiting watch movie movie set benchmark rate movie godfather level good movie epitome perfection score perfect score almost department direction acting music screenplay character development cinematography etc couldnt find fault mind tried really hard blazing canon actor include marlon brando al pacino james caan robert duvall film pierce right make place even day watch movie find private moment speaking wonderful line trying copy vito corleone shape voice like michael corleone mysterious way movie sure remain leaf wanting question remain unanswered film feel good never want leave leave street new york godfather mansion francis ford coppola done remarkable job least deserves standing ovation unanimous cheer bravo movie leaf aftertaste knowing cherished watching excellent movie
"This movie is simply perfect. Whether it's the acting, scenery, pacing or anything else, it's all just so brilliantly executed. Every scene is so memorable, that I just can't think of any reason to rate this movie lower than a 10/10.",movie simply perfect whether acting scenery pacing anything else brilliantly executed every scene memorable cant think reason rate movie lower
"I picked this movie up at my local video store this past weekend, as I planned a ""movie night"" for myself. Quickly into the movie, I found out why many consider this film as the best of all time. Every performance was gripping, every scene, every character. Even the time frame (late 1940s) was perfect. After the movie's final scene, I wanted to rush back to the video store and rent Parts 2 and 3. Truly a GREAT piece of cinema!",picked movie local video store past weekend planned movie night quickly movie found many consider film best time every performance gripping every scene every character even time frame late perfect movie final scene wanted rush back video store rent part truly great piece cinema
"""The Godfather,"" directed by Francis Ford Coppola, is a film that carries the weight of cinematic history. Its reputation precedes it, and expectations soar as high as the towering peaks of Mount Everest. But does it live up to the hype? Let's delve into the details.

The Slow Pace:
The film's deliberate pacing has been both its strength and its Achilles' heel. Some viewers might find it too leisurely, akin to savoring a fine Italian meal over several courses. Scenes unfold gradually, allowing us to immerse ourselves in the world of the Corleone family.

However, for those accustomed to fast-paced action, ""The Godfather"" can feel like a languid river winding through time. The tension builds incrementally, and patience is required to appreciate its nuances.

When you approach a classic like ""The Godfather,"" you carry with you the collective weight of critical acclaim, awards, and cultural impact. It's like stepping onto a grand stage where every note must be pitch-perfect.

Unfortunately, this burden can sometimes overshadow the experience. We anticipate fireworks at every turn, but instead, we get quiet conversations in dimly lit rooms. The film's brilliance lies in these subtleties, but they may not satisfy everyone.

Marlon Brando's portrayal of Don Vito Corleone is iconic. His wheezy voice and deliberate movements convey a lifetime of power and cunning. Al Pacino as Michael Corleone brings depth to his transformation from reluctant heir to ruthless strategist.

The tension hangs thick in the air-the smell of cigars, the dimly lit offices, and the hushed conversations-all contribute to an atmosphere that envelops us.

Yet, this deliberate approach can alienate viewers seeking instant gratification.

""The Godfather"" strips away the glitz and glamour associated with mobster films. Instead, it reveals the raw underbelly-the power struggles, betrayals, and blood-soaked loyalties.

The mafia isn't romanticized; it's portrayed as a ruthless business where family bonds are both strength and vulnerability.

Over all, ""The Godfather"" is like a fine wine-one that requires patience to savor fully. If you're willing to embrace its measured pace and peer beyond the surface glamour, you'll find a masterpiece that transcends mere entertainment.

Note: While some may find it slow-paced, others consider it a methodical masterpiece. 🎥🍷",godfather directed francis ford coppola film carry weight cinematic history reputation precedes expectation soar high towering peak mount everest live hype let delve detail slow pace film deliberate pacing strength achilles heel viewer might find leisurely akin savoring fine italian meal several course scene unfold gradually allowing u immerse world corleone family however accustomed fastpaced action godfather feel like languid river winding time tension build incrementally patience required appreciate nuance approach classic like godfather carry collective weight critical acclaim award cultural impact like stepping onto grand stage every note must pitchperfect unfortunately burden sometimes overshadow experience anticipate firework every turn instead get quiet conversation dimly lit room film brilliance lie subtlety may satisfy everyone marlon brandos portrayal vito corleone iconic wheezy voice deliberate movement convey lifetime power cunning al pacino michael corleone brings depth transformation reluctant heir ruthless strategist tension hang thick airthe smell cigar dimly lit office hushed conversationsall contribute atmosphere envelops u yet deliberate approach alienate viewer seeking instant gratification godfather strip away glitz glamour associated mobster film instead reveals raw underbellythe power struggle betrayal bloodsoaked loyalty mafia isnt romanticized portrayed ruthless business family bond strength vulnerability godfather like fine wineone requires patience savor fully youre willing embrace measured pace peer beyond surface glamour youll find masterpiece transcends mere entertainment note may find slowpaced others consider methodical masterpiece
"Well what superlatives can i give a movie that probably has had them all. This film is and will remain a classic in any era. Up step Al Pacino, from virtually nowhere this actor, amongst a frighteningly illustrious cast, absolutely blows them away and gives a performance that has given him legendary status.

Everything about this movie, form the acting, to the direction to the sound track is perfect in every sense of the word. Most people that have not seen the movie will probably think of it as a classic gangster movie, but it so much more then that, family, love, romance, revenge all this in one movie is truly remarkable.

For me this movie is my all time favourite it gets better every time I watch it and it rightly deserves to be at the top of the all time movies",well superlative give movie probably film remain classic era step al pacino virtually nowhere actor amongst frighteningly illustrious cast absolutely blow away give performance given legendary status everything movie form acting direction sound track perfect every sense word people seen movie probably think classic gangster movie much family love romance revenge one movie truly remarkable movie time favourite get better every time watch rightly deserves top time movie
"The Puzo novel is brought to the screen in the definitive tale of the Mafia. A towering achievement for Coppola, who was only 32 when this film was released. Brando is ideally cast in the title role, but his is basically a supporting role. This is the story of Michael, and Pacino is excellent in conveying the transformation of the character from a geeky soldier to a tough mob boss. Caan, Duvall, and Castellano head the terrific supporting cast. Despite the nearly three-hour running time, it does not drag for a minute. The cinematography perfectly evokes the period. Rota's score is one of the most memorable in film history.",puzo novel brought screen definitive tale mafia towering achievement coppola film released brando ideally cast title role basically supporting role story michael pacino excellent conveying transformation character geeky soldier tough mob bos caan duvall castellano head terrific supporting cast despite nearly threehour running time drag minute cinematography perfectly evokes period rota score one memorable film history
